hour,day_of_week,weather,road_type,base_travel_time,traffic_level,travel_time
3,1,Sunny,Residential,8.558983409413539,LOW,8.569907052180334
2,3,Rain,Highway,6.9433824380499125,LOW,7.953949709196819
21,4,Rain,Highway,16.727058537103645,MEDIUM,20.359764997258733
3,6,Sunny,Residential,10.13502966381666,LOW,10.447517633244086
23,2,Rain,Main Road,13.805081836983064,HIGH,22.039953429595332
2,0,Rain,Highway,18.220968510396418,MEDIUM,22.797269794821503
0,5,Sunny,Highway,28.011929449475417,LOW,23.06042010239282
21,0,Sunny,Main Road,29.532528106051508,MEDIUM,37.01450938112478
10,0,Cloudy,Highway,17.99318953154839,HIGH,27.140316685739087
2,2,Cloudy,Highway,14.61952792175327,LOW,14.130236857877385
7,4,Cloudy,Main Road,29.624058204771142,HIGH,51.336667154632096
21,2,Sunny,Highway,29.968083142146263,LOW,33.3113392354566
21,5,Sunny,Highway,8.584189041482555,LOW,8.91303797671898
5,0,Cloudy,Highway,13.465791158427201,LOW,13.84725655129872
23,3,Cloudy,Residential,24.14930410346363,MEDIUM,36.17821249428131
11,3,Rain,Residential,28.753470444016827,HIGH,44.799300209249225
3,2,Cloudy,Main Road,10.770544824818337,LOW,12.891516210764042
15,5,Sunny,Highway,14.565824569125459,LOW,14.753742880536706
2,5,Rain,Main Road,24.818285380680454,LOW,26.439280794861794
17,4,Sunny,Highway,29.76778913855672,HIGH,50.23709400794207
12,3,Cloudy,Highway,5.821494902832279,MEDIUM,7.0701462430189554
15,3,Sunny,Main Road,22.89307974075535,MEDIUM,28.745820556471756
21,4,Rain,Residential,19.30525583584204,HIGH,30.417821882148587
15,4,Cloudy,Residential,21.91219459339301,MEDIUM,30.0299136918476
4,6,Cloudy,Main Road,25.23883568906358,LOW,24.784943604275355
11,3,Cloudy,Highway,21.531000145567372,LOW,25.023679870788502
2,6,Cloudy,Highway,13.439856426749238,LOW,11.501616772415568
13,2,Sunny,Residential,16.74249753132262,MEDIUM,20.822233501701984
10,4,Sunny,Main Road,7.501417080101362,HIGH,12.408087081127446
21,2,Sunny,Residential,12.488022439802865,MEDIUM,17.284498906126682
2,6,Rain,Highway,12.183888976491072,LOW,10.922241611094313
2,5,Rain,Highway,19.796616386033232,LOW,18.734433541043476
2,5,Cloudy,Residential,25.103167798353176,LOW,25.930013298051417
14,5,Rain,Highway,27.022414210923632,LOW,31.71008222131488
23,3,Cloudy,Residential,18.317983375663584,MEDIUM,25.84576545960052
20,0,Rain,Highway,14.106866728977614,MEDIUM,20.805789285357662
13,3,Cloudy,Highway,20.848187208838393,LOW,24.139655920698857
21,4,Sunny,Main Road,10.962085558764372,MEDIUM,13.266046037610554
9,3,Cloudy,Residential,29.782327643806656,HIGH,48.41237006724085
0,2,Cloudy,Residential,18.767652805146803,MEDIUM,22.618345792661074
1,6,Sunny,Main Road,20.03999350554853,LOW,18.87097702913001
21,0,Cloudy,Residential,26.068756681039957,MEDIUM,33.59916856966623
21,6,Rain,Residential,11.295201461101154,MEDIUM,16.253891737028848
18,5,Cloudy,Residential,23.59897435380855,HIGH,42.67886844873916
13,2,Rain,Highway,17.258964503830292,MEDIUM,23.63795215653013
21,1,Cloudy,Highway,14.074950306717636,MEDIUM,18.055199184190233
19,0,Rain,Residential,24.97353303075736,HIGH,45.608309310239605
12,2,Rain,Residential,14.071377460501544,HIGH,22.34209524622269
12,0,Cloudy,Main Road,12.522203790070547,MEDIUM,17.97426083026882
5,3,Rain,Main Road,26.98668118794407,MEDIUM,34.31639717073681
15,3,Rain,Main Road,28.16243049524044,MEDIUM,39.91306664819446
5,5,Cloudy,Residential,6.659180848273698,LOW,6.878260994557878
1,5,Rain,Highway,20.753908537962467,LOW,20.97895202675718
2,0,Sunny,Highway,17.909147276275593,LOW,16.9987666307584
19,5,Cloudy,Main Road,16.28724747865749,HIGH,29.223921969242344
9,1,Sunny,Main Road,14.18998907914185,HIGH,22.659169525061422
18,1,Sunny,Highway,28.077808797085652,HIGH,46.09510094000163
14,1,Cloudy,Residential,26.295771779260775,MEDIUM,33.60934200241881
11,1,Rain,Highway,5.35287266943295,MEDIUM,7.3917388236235135
15,0,Sunny,Residential,10.0786340964109,MEDIUM,14.009038674740308
23,3,Cloudy,Highway,15.782714720133269,LOW,17.31426749792505
6,3,Sunny,Main Road,24.811588366691556,MEDIUM,30.240698058838582
14,1,Cloudy,Residential,22.106677153564164,MEDIUM,28.288570870674114
22,3,Rain,Highway,22.833398726488547,MEDIUM,30.468748789028744
1,0,Cloudy,Highway,16.773310584617136,LOW,15.817662693998653
22,5,Sunny,Highway,11.341422070663793,LOW,11.675977895278685
17,0,Rain,Highway,11.507291303922699,HIGH,19.88054625621079
10,5,Rain,Main Road,8.544893350527808,HIGH,13.732728761726513
23,2,Cloudy,Main Road,27.56981690915979,MEDIUM,37.33571006426476
13,1,Cloudy,Residential,29.864126647128682,MEDIUM,43.34553145466251
14,0,Sunny,Highway,6.36417918463434,LOW,6.48190949568437
14,3,Sunny,Main Road,6.01979271350795,MEDIUM,7.660154840791695
15,0,Rain,Highway,8.091355850846375,MEDIUM,10.393888310408173
16,6,Cloudy,Residential,27.272363056081844,MEDIUM,35.990575533784636
13,0,Sunny,Main Road,21.922712902409064,MEDIUM,28.697110147143302
21,0,Cloudy,Main Road,19.758462445651823,MEDIUM,26.0918000070488
22,5,Cloudy,Main Road,20.708918488621997,LOW,23.451545265848612
14,2,Rain,Residential,27.67195916872523,HIGH,43.6646356947493
9,2,Sunny,Residential,6.768102226249169,HIGH,12.185985309374528
5,1,Cloudy,Highway,5.512800896977228,LOW,5.024341290382877
20,1,Sunny,Main Road,17.271127440240313,HIGH,28.86399091960666
21,4,Sunny,Main Road,21.638007405421043,MEDIUM,28.663807655849318
12,3,Cloudy,Residential,20.008518737381433,MEDIUM,25.112091116535698
20,3,Sunny,Highway,17.833536479947128,HIGH,30.863815161020256
22,1,Cloudy,Residential,20.738989533339698,MEDIUM,29.350953214149413
15,2,Sunny,Highway,22.107848432455885,LOW,23.761618544302728
18,0,Rain,Highway,27.93255031948814,HIGH,48.34304734058062
23,4,Cloudy,Main Road,11.371505108767725,MEDIUM,14.142066271916823
5,6,Sunny,Main Road,6.131467909233749,LOW,5.710358131928732
21,3,Rain,Main Road,13.533359499037193,HIGH,20.36189565347372
19,2,Rain,Highway,15.844973015482722,HIGH,24.708820029121615
14,5,Cloudy,Residential,29.145095188961704,MEDIUM,38.68619497002271
21,5,Rain,Main Road,25.116018374014022,MEDIUM,33.78746085156841
6,6,Sunny,Highway,17.027929844078272,LOW,16.852802328702893
17,1,Sunny,Main Road,24.24302866001158,MEDIUM,36.169375078295396
4,5,Rain,Main Road,29.09667176847287,LOW,32.45645020183769
12,0,Cloudy,Highway,7.566588042380263,MEDIUM,9.093153402934046
18,4,Rain,Residential,29.97565919361534,HIGH,53.515482406377146
21,6,Cloudy,Highway,22.857258219403153,LOW,25.485158372601926
13,3,Sunny,Main Road,20.567417245165345,MEDIUM,26.398731722574293
5,2,Rain,Highway,16.73101092574138,LOW,18.31371479102826
19,6,Rain,Residential,16.711682031146914,HIGH,34.03828446243425
20,5,Cloudy,Main Road,24.993876474153556,HIGH,45.422933802165794
4,1,Sunny,Highway,20.143725181405568,LOW,17.96760288110859
9,1,Sunny,Residential,6.1762334032470765,MEDIUM,9.103558087811262
5,1,Rain,Highway,25.170388568875488,LOW,25.3767349163041
15,2,Cloudy,Main Road,24.234347538403487,MEDIUM,35.342094392144645
16,4,Rain,Highway,22.660122932944823,MEDIUM,31.722936488401675
3,0,Rain,Residential,24.553906444159782,MEDIUM,32.608789607815176
20,0,Sunny,Main Road,8.92581368393251,HIGH,14.387973683366374
23,6,Sunny,Highway,21.177324273388255,LOW,20.921747968683864
13,6,Sunny,Highway,25.870334246967957,LOW,26.119233465349055
22,6,Cloudy,Main Road,20.736010049468884,LOW,23.822496011296586
13,3,Cloudy,Main Road,28.796013528926384,MEDIUM,39.588454895844706
0,5,Rain,Highway,7.119455363285471,LOW,6.349892624145851
21,5,Sunny,Residential,6.445245738650295,MEDIUM,8.004297547784374
9,3,Cloudy,Residential,22.519759862424884,HIGH,40.881076826846105
8,4,Rain,Highway,22.507376597065118,HIGH,35.713612358875245
20,3,Rain,Main Road,27.191872412679917,HIGH,52.325088685537246
1,4,Cloudy,Main Road,23.12746705839048,LOW,26.373974134771785
2,4,Rain,Main Road,18.03339662788601,MEDIUM,21.829597635978118
18,2,Sunny,Main Road,23.162731159989885,HIGH,41.09438309220325
11,2,Rain,Residential,13.861833647603731,MEDIUM,19.691223242524774
23,0,Cloudy,Main Road,29.57376406269098,MEDIUM,43.24216114678176
20,5,Rain,Residential,10.845947442639085,HIGH,19.06324415520845
12,4,Rain,Highway,7.63067303744088,MEDIUM,9.320446687319695
4,5,Cloudy,Main Road,7.048679085867219,LOW,6.343008330141255
16,3,Rain,Residential,17.973624985446172,MEDIUM,26.0733384825273
14,5,Cloudy,Residential,29.331812079422612,MEDIUM,38.35294641674039
22,4,Rain,Highway,22.361767629653688,MEDIUM,27.37478093292973
3,4,Cloudy,Highway,8.021660702225931,LOW,7.390891096384622
11,2,Cloudy,Main Road,5.699444635064098,MEDIUM,7.6177316728093505
9,2,Sunny,Highway,25.478126730706602,MEDIUM,36.11818940264971
1,3,Cloudy,Residential,12.742546976686263,LOW,14.91075873125916
19,1,Sunny,Residential,20.91150657477531,HIGH,37.75999972669745
23,2,Sunny,Residential,21.612557810468502,MEDIUM,27.47578257607063
17,0,Rain,Main Road,23.397819861280748,HIGH,47.13254396506645
22,2,Rain,Residential,8.094540283812988,MEDIUM,12.106728949132687
1,4,Rain,Highway,23.763964339315088,LOW,23.389981229310962
0,2,Sunny,Highway,25.742263776365238,LOW,22.74096731660614
17,4,Cloudy,Main Road,19.72232566121661,HIGH,33.53768324346239
0,6,Rain,Main Road,14.550274583916698,LOW,14.790658007232773
2,1,Cloudy,Main Road,21.965214194579247,LOW,23.62009295273213
9,3,Sunny,Main Road,8.561513761584237,HIGH,15.49225713924856
3,0,Sunny,Highway,23.803343474307024,LOW,21.85814482387454
12,0,Cloudy,Highway,12.958411139403196,LOW,15.172749191426226
0,2,Rain,Residential,21.877435725463442,MEDIUM,28.292968961558
13,3,Sunny,Residential,17.510809340226817,MEDIUM,23.412900783167135
5,6,Sunny,Residential,28.81531566823878,LOW,30.133014970145123
19,2,Rain,Highway,5.0135732926754315,HIGH,9.797063464358391
12,2,Rain,Highway,19.628979161509164,MEDIUM,23.677428027571658
9,0,Cloudy,Residential,8.074424123484288,HIGH,12.327513853601156
19,4,Cloudy,Residential,28.635211650772998,HIGH,53.27329335925498
21,2,Cloudy,Highway,16.494983538797623,LOW,18.850153711684595
0,4,Cloudy,Highway,27.536124849613497,LOW,26.150322061349094
12,4,Sunny,Residential,21.281661778227075,MEDIUM,30.078566469084457
14,5,Sunny,Main Road,29.30097569018253,LOW,34.38450590020776
22,0,Sunny,Main Road,14.262016031192214,MEDIUM,17.23669044327798
8,5,Rain,Main Road,9.78779190964373,HIGH,18.954079547913977
11,0,Cloudy,Main Road,27.612689752885643,MEDIUM,37.282885703341606
12,0,Cloudy,Residential,17.508140968906005,MEDIUM,23.70597371950647
19,4,Sunny,Highway,19.704114595101473,HIGH,33.757280516341524
7,4,Rain,Main Road,9.79628869288921,HIGH,19.547828063114764
8,5,Rain,Main Road,5.048874120766365,HIGH,8.525037353196861
13,2,Sunny,Residential,17.957381730263442,MEDIUM,22.725470417152028
23,1,Sunny,Main Road,27.95978729055488,MEDIUM,34.889449773507
10,0,Rain,Highway,29.7566161188193,HIGH,47.43454059484115
6,1,Cloudy,Main Road,6.571103115751349,MEDIUM,8.19004062907504
20,2,Cloudy,Highway,7.696016332800783,MEDIUM,11.22379449425125
7,0,Rain,Residential,15.963237055409433,HIGH,27.42270811618073
1,3,Cloudy,Residential,6.625705469892591,LOW,7.368560586004866
20,3,Sunny,Highway,21.93911143686435,HIGH,33.79669212197001
3,4,Cloudy,Highway,26.614568605940015,LOW,25.96948519821992
13,4,Rain,Highway,13.490411872215834,MEDIUM,18.887191332798523
6,0,Sunny,Highway,19.879377691689765,LOW,19.668443289100768
18,1,Rain,Residential,11.407152555024476,HIGH,21.759194752650096
1,0,Sunny,Main Road,19.613057381631457,LOW,20.817852110409973
18,4,Sunny,Highway,16.738093999898883,HIGH,27.633420400658007
16,4,Rain,Residential,8.615009609110214,MEDIUM,12.802885722887059
11,1,Sunny,Residential,27.71250546002038,MEDIUM,38.09467768557588
22,5,Cloudy,Residential,22.31034597962078,MEDIUM,28.315489583515216
3,3,Sunny,Main Road,10.485147036603388,LOW,9.924282529448908
19,1,Sunny,Main Road,23.364654438262505,HIGH,44.60178087327434
6,3,Sunny,Highway,14.070428648943471,LOW,14.334753430689695
9,3,Sunny,Residential,19.642159810794286,HIGH,32.01969475497926
6,2,Sunny,Highway,27.134555738791608,LOW,31.124766521076047
5,1,Sunny,Highway,26.072035517876706,LOW,25.426287855851843
12,5,Sunny,Main Road,28.402852604209887,MEDIUM,34.709622105532155
16,6,Rain,Main Road,26.959695911210428,MEDIUM,38.139329413415844
12,5,Cloudy,Main Road,19.98872906519848,MEDIUM,25.302712899464858
17,2,Sunny,Main Road,11.179291206087726,HIGH,18.615488762168287
16,4,Cloudy,Highway,23.18246358659262,LOW,26.992744459238853
12,6,Rain,Residential,14.356652293091225,HIGH,21.570370271734525
15,3,Cloudy,Residential,15.023651763443944,MEDIUM,20.397588800213903
6,3,Sunny,Main Road,10.46484315879625,MEDIUM,12.64741999234173
11,2,Rain,Highway,8.358257888187236,MEDIUM,10.400070459692092
14,4,Rain,Main Road,15.652558589568583,MEDIUM,22.7783739911534
12,0,Sunny,Main Road,10.844759990577561,MEDIUM,13.329823955937732
16,4,Rain,Residential,6.953975257626417,MEDIUM,9.591755729851052
17,1,Cloudy,Highway,21.87768312715763,HIGH,33.41370775206869
6,5,Rain,Highway,29.960127445869,MEDIUM,38.7815049845517
11,6,Cloudy,Main Road,25.54653290285799,MEDIUM,36.59638678346014
12,1,Sunny,Residential,23.728426882973874,MEDIUM,32.284316745623094
14,5,Cloudy,Main Road,24.797872209153297,MEDIUM,30.43851743035697
14,6,Rain,Highway,14.367504183007444,MEDIUM,20.17563161732291
11,2,Sunny,Main Road,15.642983705878779,MEDIUM,21.347853466806612
9,2,Rain,Highway,19.18943568791408,MEDIUM,27.02199193188471
18,5,Rain,Residential,19.346968357813495,HIGH,35.65954769837486
15,0,Cloudy,Residential,29.04845365351724,MEDIUM,39.93881698346624
5,0,Rain,Residential,17.21533306442918,MEDIUM,20.7609007998185
7,2,Rain,Residential,6.749485815812587,HIGH,11.494383781159597
13,3,Sunny,Highway,8.22844172575567,LOW,8.752304357982586
6,1,Sunny,Main Road,15.80501690840276,MEDIUM,20.82234667360638
9,4,Sunny,Residential,22.919301182932394,HIGH,38.56197091426586
14,0,Cloudy,Residential,25.18914581217619,MEDIUM,36.16366295228342
18,0,Rain,Highway,12.197794624846265,HIGH,23.15118152408595
9,3,Rain,Highway,15.376318963083403,HIGH,23.159815625083947
21,1,Rain,Residential,7.388354277899731,MEDIUM,10.718302855765465
20,4,Cloudy,Residential,27.907408339296254,HIGH,51.99355416806039
17,0,Cloudy,Highway,23.88492165230672,HIGH,36.88940795142285
6,4,Sunny,Main Road,5.667946985586637,MEDIUM,7.4158777726886775
10,5,Cloudy,Highway,14.916858195844041,MEDIUM,19.132678001054185
15,3,Sunny,Highway,18.71071350891564,LOW,18.738243279548843
8,6,Sunny,Highway,25.96239626744131,MEDIUM,37.72653361255286
5,0,Rain,Highway,21.934578544134695,LOW,21.52414443333722
21,4,Sunny,Main Road,22.41855909074769,MEDIUM,30.842477021790437
22,5,Sunny,Main Road,22.258667817027167,LOW,24.440344146883994
6,1,Cloudy,Highway,9.999642277394686,LOW,11.07718650229867
21,5,Sunny,Highway,28.968631379732127,LOW,26.589063681254455
1,3,Rain,Highway,25.39060840888721,LOW,28.688241543912284
12,3,Sunny,Highway,10.344499667340017,LOW,11.214384676034719
10,0,Cloudy,Highway,16.469398293662106,MEDIUM,21.337980670697906
2,1,Cloudy,Main Road,24.188628271011467,LOW,28.891748913631314
18,1,Cloudy,Highway,19.996678628838488,HIGH,37.07545101524881
22,1,Cloudy,Highway,20.883836292050084,LOW,24.580032311107452
10,0,Rain,Residential,16.222789135271945,HIGH,31.505605975415566
0,1,Sunny,Residential,23.973525780584556,LOW,24.719118913658033
7,4,Sunny,Highway,8.438887069844384,MEDIUM,11.995922582046806
20,0,Sunny,Residential,19.951879715277137,HIGH,38.28429908638716
8,2,Rain,Highway,18.021821489889128,HIGH,31.85899122939396
23,2,Cloudy,Highway,10.14543588074143,LOW,11.326596979417204
22,5,Sunny,Residential,26.817644570299592,MEDIUM,32.64852437323609
15,0,Sunny,Highway,20.859173981847718,LOW,21.228458644471633
18,4,Sunny,Highway,17.685613721267227,MEDIUM,25.58864265388353
6,1,Cloudy,Highway,20.14628087151226,LOW,21.531711299968304
15,0,Cloudy,Main Road,14.442937219099335,MEDIUM,19.036876163751547
4,6,Cloudy,Highway,24.048232469972092,LOW,21.780405508629926
17,5,Sunny,Main Road,14.511255931789284,HIGH,22.45270005591987
10,1,Rain,Main Road,9.892893723160856,HIGH,19.264471699683952
11,3,Cloudy,Main Road,28.507124631600394,MEDIUM,40.0947005865867
18,0,Cloudy,Highway,29.811811730564244,HIGH,44.902292737746265
8,6,Rain,Main Road,17.74020908570447,HIGH,32.017726661922374
23,1,Sunny,Main Road,5.862689301645111,MEDIUM,7.965156289872806
22,5,Rain,Highway,11.533267461775917,LOW,13.512454900662322
5,0,Sunny,Highway,21.109934768007967,LOW,20.017345873052648
2,4,Sunny,Main Road,9.145590184209786,LOW,9.790148452452234
17,5,Cloudy,Residential,12.699471662553666,HIGH,20.590069066201142
11,6,Sunny,Main Road,23.718251811252077,MEDIUM,30.607094384721943
15,0,Sunny,Highway,24.343590866088253,LOW,26.016582200374195
13,1,Sunny,Main Road,9.660000969478336,MEDIUM,11.776656899029083
3,3,Rain,Highway,9.640951045032748,LOW,8.99180254228915
13,3,Rain,Residential,7.729886186935376,MEDIUM,10.564455416741016
2,2,Sunny,Residential,10.869503222014217,LOW,11.724293525497544
8,6,Sunny,Residential,19.561136213914892,HIGH,33.24444652406697
19,4,Cloudy,Main Road,16.83079457970553,HIGH,29.16308381888836
10,6,Sunny,Main Road,21.626957133127625,MEDIUM,31.491218948573774
3,0,Cloudy,Residential,15.04520891704041,LOW,17.059547059379838
16,2,Rain,Highway,14.21074737830424,MEDIUM,19.028665692679102
6,0,Rain,Main Road,5.415757602784278,MEDIUM,7.417512507164794
14,1,Rain,Main Road,15.004129770995048,MEDIUM,21.92708310199511
15,5,Rain,Highway,23.35694357470768,LOW,26.51725632364959
22,4,Sunny,Highway,17.448126412335924,LOW,18.706845003132244
14,1,Cloudy,Highway,17.054213632390294,MEDIUM,20.61143215582217
22,0,Sunny,Main Road,29.834036774144536,MEDIUM,36.565888578164916
12,6,Cloudy,Highway,22.979374575918268,LOW,24.71007856860904
20,5,Cloudy,Highway,24.888511615206404,MEDIUM,33.781859308956925
10,3,Rain,Residential,23.40006219689326,HIGH,44.523377418097034
7,1,Cloudy,Highway,12.274412566363875,MEDIUM,15.522842253751662
3,4,Cloudy,Highway,26.333257726090455,LOW,25.65845611494203
17,1,Cloudy,Main Road,12.991074728086758,HIGH,22.602571709806885
19,4,Sunny,Highway,14.882809595985062,MEDIUM,22.138026005676327
9,6,Sunny,Main Road,21.999523054023186,MEDIUM,31.99612885350313
22,0,Rain,Main Road,12.722285669739914,HIGH,19.775263635598034
15,5,Sunny,Main Road,12.287377622749744,MEDIUM,15.657397930011637
22,1,Rain,Highway,22.510185341485883,MEDIUM,29.72173746403808
12,2,Rain,Highway,29.776580374979567,MEDIUM,39.53857805182272
12,3,Sunny,Residential,23.168865010708547,MEDIUM,31.544460240047318
17,3,Sunny,Highway,13.085464640011352,HIGH,20.293497273322952
22,2,Cloudy,Residential,9.092361699260287,MEDIUM,11.50109348946781
6,6,Rain,Highway,23.382972413904593,LOW,27.222833858875045
4,3,Cloudy,Residential,26.041502276104485,LOW,31.113193264541835
1,0,Rain,Residential,13.462145476302577,MEDIUM,16.451410963229517
3,1,Cloudy,Main Road,12.56724023967685,LOW,14.546327242221695
21,5,Sunny,Main Road,26.622394736520043,MEDIUM,32.45148545301666
3,0,Sunny,Highway,17.230461024010427,LOW,14.84598309964167
18,4,Cloudy,Main Road,22.34314630652951,HIGH,37.109112317264575
22,3,Cloudy,Residential,8.130910936638944,MEDIUM,11.4082770399796
12,6,Rain,Highway,14.844913623493193,MEDIUM,19.137140803422795
17,5,Rain,Highway,23.837705394809728,MEDIUM,33.96333290278103
0,4,Cloudy,Main Road,8.076132580478333,LOW,8.239993751822588
1,0,Sunny,Residential,12.46444805777811,LOW,14.797476810261207
21,0,Sunny,Main Road,6.154156577999629,MEDIUM,8.331323262230612
17,3,Sunny,Residential,17.26107062680674,HIGH,31.0960894589207
19,4,Rain,Highway,22.19825772550127,HIGH,36.85902362424149
6,1,Rain,Residential,10.400999186892648,MEDIUM,14.357758690973561
8,2,Cloudy,Residential,27.59149833830434,HIGH,44.102635948537646
22,1,Rain,Highway,6.763951150620019,MEDIUM,9.336680848447592
11,4,Rain,Residential,25.51270520527427,HIGH,39.886676206599944
13,3,Sunny,Residential,11.187442145780583,MEDIUM,14.739081004060633
13,0,Cloudy,Residential,7.2243539547211455,MEDIUM,10.547306901184603
8,0,Sunny,Main Road,29.48713033809764,HIGH,46.51423163643221
3,1,Rain,Residential,26.887798105655154,MEDIUM,35.526895922319696
18,6,Cloudy,Residential,11.776349173386942,HIGH,18.23018459963536
23,5,Rain,Residential,19.865424462039236,MEDIUM,26.978483552569138
4,5,Sunny,Highway,14.47001661501094,LOW,12.883125879421826
22,6,Sunny,Residential,20.217574763715962,MEDIUM,27.823781189253495
16,2,Cloudy,Main Road,18.014866587086956,MEDIUM,24.76086320071584
2,2,Cloudy,Main Road,26.131140196722107,LOW,26.943598405004003
18,0,Sunny,Residential,12.146271607682063,HIGH,22.55714585934311
13,5,Rain,Residential,8.410709552402782,MEDIUM,11.695356697255884
0,4,Sunny,Residential,5.182256421849145,LOW,5.634760599597279
23,5,Rain,Residential,20.229840212009094,MEDIUM,29.761946296409207
7,1,Sunny,Main Road,25.98522337774165,HIGH,42.56290583502787
12,1,Cloudy,Highway,13.448964900159309,MEDIUM,16.426802115707098
9,2,Cloudy,Main Road,11.618769692828122,HIGH,17.53725908262348
20,4,Sunny,Main Road,27.312347705987968,HIGH,46.60560910482968
14,2,Cloudy,Main Road,7.679101378685683,MEDIUM,9.53643133500904
13,3,Sunny,Highway,18.22741406305108,MEDIUM,22.097757158636593
0,1,Rain,Main Road,10.652380822356543,LOW,12.377978915323379
8,0,Cloudy,Residential,25.98393653321205,HIGH,39.69162690786279
22,1,Sunny,Highway,12.122494101572094,LOW,12.501850231743084
1,1,Rain,Highway,28.709395989644335,MEDIUM,36.01413188882073
15,6,Rain,Residential,8.185849697308186,MEDIUM,12.049320218796668
12,1,Sunny,Highway,24.817823920613563,LOW,24.83178050858875
21,1,Sunny,Residential,25.745894004058275,MEDIUM,32.41443250376395
15,2,Cloudy,Main Road,7.065372422505149,MEDIUM,9.200727872211951
8,6,Sunny,Main Road,29.85642651113789,MEDIUM,40.7337238869363
3,5,Rain,Residential,20.277511101437405,LOW,22.001152592867253
12,0,Cloudy,Highway,28.227458288186998,LOW,31.445691888988122
13,4,Cloudy,Residential,20.832749377959285,MEDIUM,27.584833357059157
20,0,Cloudy,Highway,11.731152229677168,MEDIUM,17.076729862414048
1,1,Sunny,Highway,6.303265925577049,LOW,5.837936952278772
19,0,Cloudy,Highway,11.30657616040263,HIGH,18.17764535147302
21,4,Sunny,Main Road,14.01421769359933,MEDIUM,19.028002066806618
19,2,Sunny,Residential,11.898673662922029,HIGH,19.916773460911777
20,5,Rain,Highway,6.025973369658262,HIGH,11.104156444007447
3,0,Rain,Residential,13.57244921875678,MEDIUM,19.49265380627863
1,1,Sunny,Main Road,18.762392049953924,LOW,20.74666847560585
17,2,Cloudy,Main Road,20.74661596069594,HIGH,33.095060660836936
16,6,Sunny,Highway,19.97884155700889,LOW,21.907777393502506
22,1,Rain,Main Road,17.375647515932894,MEDIUM,24.866313962079992
16,3,Rain,Main Road,15.021223986003244,MEDIUM,19.612072130113944
22,0,Rain,Main Road,17.595444118185718,MEDIUM,25.771266017631806
8,4,Sunny,Highway,10.598236256393129,MEDIUM,15.569467205255954
8,1,Cloudy,Highway,21.060328107331628,MEDIUM,27.859846856790654
11,5,Rain,Main Road,13.114046805211556,MEDIUM,17.996459794566597
9,2,Sunny,Residential,25.39805390134606,HIGH,46.55425933406403
5,2,Sunny,Residential,21.432939838387515,MEDIUM,25.891735315570887
23,5,Rain,Main Road,28.641407611560954,MEDIUM,37.51583671492093
10,2,Sunny,Residential,20.74501652414593,HIGH,36.78542703775585
23,5,Cloudy,Main Road,8.708354738013472,MEDIUM,10.5444878582171
18,3,Rain,Highway,21.189106792592302,MEDIUM,31.072442654325986
19,1,Sunny,Highway,6.801217240541248,MEDIUM,9.988426531133774
3,5,Rain,Highway,23.169115623541956,LOW,24.192958104235323
20,0,Sunny,Highway,24.25294065542436,MEDIUM,34.54062178789317
0,6,Sunny,Residential,23.403287756863115,LOW,21.958209311649785
18,3,Sunny,Main Road,13.29390799233846,HIGH,20.559468402867456
20,4,Sunny,Highway,25.623122536488967,MEDIUM,35.30553095170361
13,1,Sunny,Highway,5.60002174725293,LOW,6.293840432259297
7,5,Cloudy,Residential,27.10559783780038,HIGH,44.48013747917803
9,2,Sunny,Residential,13.34311975508015,HIGH,20.931537328385904
1,4,Sunny,Highway,15.715710098013401,LOW,13.743800440971828
21,5,Cloudy,Residential,25.439063624852437,MEDIUM,35.37852636433717
22,6,Sunny,Highway,26.5428493792368,LOW,27.18539641273233
14,5,Cloudy,Highway,7.829100858018338,LOW,7.567453362370914
12,2,Cloudy,Main Road,15.59580174857537,MEDIUM,21.136180877925156
20,1,Cloudy,Main Road,18.733481522109784,HIGH,32.23923950820167
2,4,Rain,Main Road,18.173648636392585,MEDIUM,23.127698427666235
11,0,Sunny,Highway,14.059961057896626,LOW,15.057723027991356
11,2,Sunny,Main Road,16.509709645833862,MEDIUM,22.912591620988554
13,1,Sunny,Highway,6.396641646883517,LOW,6.67441055508729
12,5,Sunny,Residential,29.122829814387252,LOW,33.51045171239613
19,6,Sunny,Highway,8.672166795515308,MEDIUM,11.928221540132432
13,1,Sunny,Main Road,23.588948462179374,MEDIUM,30.792197935451885
13,5,Cloudy,Main Road,24.53492269755288,MEDIUM,30.241215776744948
5,4,Sunny,Highway,14.909767253823595,LOW,12.666174635240434
22,6,Cloudy,Residential,17.54681093730665,MEDIUM,23.576578327685
4,5,Sunny,Main Road,20.476094010471705,LOW,20.23702790736874
2,6,Rain,Main Road,16.935406609101157,LOW,18.71343405911143
13,1,Cloudy,Highway,7.610001541265952,LOW,8.55586298232913
5,4,Sunny,Highway,10.297748669443791,LOW,8.4797658285206
6,5,Sunny,Highway,11.729200311943767,LOW,12.815910045241028
1,0,Cloudy,Highway,28.587728535496602,LOW,24.852731629133512
6,2,Cloudy,Residential,13.895932319359993,MEDIUM,18.969393663414124
16,0,Rain,Highway,5.592132767136302,MEDIUM,7.047403380785653
5,1,Rain,Main Road,6.968821489290123,MEDIUM,9.064798004909333
21,5,Sunny,Residential,9.026175661648926,MEDIUM,12.056375759985404
10,3,Sunny,Main Road,12.271039739310062,HIGH,19.823964023331232
22,6,Rain,Main Road,10.977765695903567,HIGH,17.70883401770352
